2018-12-11T07:04:56.416+0000 I CONTROL  [main] ***** SERVER RESTARTED *****
2018-12-19T07:47:02.865+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T08:16:02.867+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T08:17:02.867+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T08:46:02.870+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T08:46:32.870+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T09:03:18.029+0000 I NETWORK  [listener] connection accepted from 172.17.0.12:51518 #143 (13 connections now open)
2018-12-19T09:03:18.030+0000 I NETWORK  [conn143] received client metadata from 172.17.0.12:51518 conn143: { driver: { name: "NetworkInterfaceTL", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-19T09:03:18.031+0000 I ACCESS   [conn143] Successfully authenticated as principal __system on local
2018-12-19T09:03:32.872+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T09:04:32.872+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T09:08:18.034+0000 I NETWORK  [conn143] end connection 172.17.0.12:51518 (12 connections now open)
2018-12-19T11:42:32.876+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T11:43:32.876+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T11:54:02.878+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T11:54:32.879+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T12:24:02.881+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T12:25:02.881+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T12:50:02.884+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T12:51:32.884+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T13:28:02.886+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T13:30:02.886+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T13:57:32.889+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T13:58:02.889+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T14:01:32.889+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T14:02:32.891+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T15:20:32.895+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T15:21:02.895+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T15:21:02.895+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T15:22:32.897+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T15:34:02.899+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T15:35:02.899+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T15:39:32.899+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T15:40:32.901+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T16:48:02.903+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T16:48:32.903+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T17:25:02.905+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T17:26:02.905+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T17:28:32.905+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T17:30:02.907+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T19:10:32.910+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T19:11:32.910+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T19:16:32.912+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T19:18:02.913+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T19:43:02.915+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T19:43:32.915+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T20:09:32.917+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T20:10:02.917+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T20:37:32.920+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T20:37:32.921+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T20:44:32.923+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T20:47:32.923+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T20:51:02.923+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T20:51:02.925+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T22:03:02.929+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T22:03:32.929+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T22:07:02.929+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T22:07:32.931+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T22:16:32.933+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T22:19:02.933+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-19T23:37:32.937+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-19T23:37:32.938+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-19T23:58:32.940+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T00:01:02.941+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T01:02:32.949+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T01:02:32.951+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T02:29:32.954+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T02:30:32.954+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T04:16:02.959+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T04:16:32.959+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T06:15:32.969+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T06:20:02.969+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T06:33:02.971+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T06:33:32.971+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T07:04:32.973+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T07:06:32.973+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T07:17:32.975+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T07:18:02.975+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T07:27:32.977+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T07:29:32.977+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T08:20:02.979+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T08:20:32.979+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T09:24:02.982+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T09:25:32.982+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T09:53:32.984+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T09:58:02.985+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T10:03:32.987+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T10:06:32.987+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T10:16:32.989+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T10:18:32.989+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T10:25:32.991+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T10:26:32.991+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T11:11:32.993+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T11:12:02.993+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T11:28:02.995+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2018-12-20T11:29:02.997+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-20T11:31:32.995+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T11:31:32.997+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T11:43:02.999+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T11:44:32.999+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T12:48:03.009+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T12:49:33.009+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T12:53:33.009+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T12:53:33.011+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T12:58:03.011+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T12:59:33.013+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T13:04:03.013+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T13:04:33.015+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T14:08:03.017+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T14:08:33.017+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T14:22:03.019+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T14:24:03.019+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T15:18:03.021+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T15:18:33.021+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T15:34:03.023+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T15:34:33.023+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T15:56:33.025+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T15:59:03.025+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T16:40:03.027+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T16:40:33.027+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T16:41:03.027+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T16:43:33.029+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T16:56:03.031+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T16:56:33.031+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T17:55:03.033+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T17:55:33.033+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T18:10:33.035+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2018-12-20T18:11:33.037+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-20T18:39:03.037+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T18:39:33.037+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T18:49:03.039+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T18:52:03.039+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T19:03:33.041+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T19:08:33.041+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T19:53:03.043+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T19:53:33.043+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T20:24:33.045+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T20:25:03.045+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T22:06:33.064+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T22:06:33.067+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-20T22:16:03.070+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T22:18:03.073+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T23:27:33.090+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T23:28:33.091+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-20T23:33:03.091+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-20T23:34:33.093+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T00:12:03.097+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T00:12:03.099+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T00:29:33.101+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T00:31:03.101+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T01:04:03.110+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T01:05:03.110+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T01:36:33.118+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T01:38:03.121+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T01:39:03.123+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2018-12-21T01:40:03.125+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-21T02:02:03.125+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T02:03:33.126+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T02:46:33.138+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T02:46:33.139+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T02:51:33.141+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T02:52:03.141+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T03:05:03.143+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T03:05:03.145+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T03:39:33.153+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T03:41:03.156+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T04:02:33.161+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T04:04:33.163+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T04:33:33.168+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T04:35:03.169+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T06:53:03.179+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T06:53:33.179+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T07:24:03.188+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T07:24:03.189+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T07:30:03.191+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T07:30:33.191+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T07:57:03.197+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T07:59:03.198+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T08:23:03.204+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T08:23:03.205+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T08:34:03.207+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T08:34:03.210+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T08:46:03.212+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T08:46:33.212+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T08:59:33.214+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T09:00:33.215+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2018-12-21T11:19:03.230+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T11:21:33.231+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T11:56:03.234+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T11:57:33.234+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T12:15:33.236+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-21T12:17:33.236+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-21T12:21:03.236+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
